,hh_key,hhincome_eq_percapita
1396,10-642575,low
1397,10-642586,medium
1398,10-642598,low
1399,10-642611,low
1400,10-642614,medium
1401,10-642615,high
1402,10-643529,low
1403,10-643609,medium
1404,10-643626,medium
1405,10-650501,high
1406,10-650502,medium
1407,10-650509,medium
1408,10-650516,low
1409,10-650525,medium
1410,10-651505,low
1411,10-651510,medium
1412,10-651513,low
1413,10-651516,medium
1414,10-651517,high
1415,10-651526,medium
1416,10-651543,low
1417,10-651549,high
1418,10-652516,medium
1419,10-652519,medium
1420,10-652521,high
1421,10-652523,medium
1422,10-652527,medium
1423,10-652534,high
1424,10-653521,low
1425,10-653534,high
1426,10-653544,medium
1427,10-653560,medium
1428,10-654520,high
1429,10-654522,medium
1430,10-654529,low
1431,10-654531,medium
1432,10-654533,high
1433,10-654540,low
1434,10-654549,medium
1435,10-654555,medium
1436,10-655506,medium
1437,10-655510,high
1438,10-655512,low
1439,10-655515,high
1440,10-655530,low
1441,10-655535,high
1442,10-655543,medium
1443,10-655545,low
1444,10-655546,low
1445,10-655547,low
1446,10-655548,medium
1447,10-656515,high
1448,10-656549,low
1449,10-656557,medium
1450,10-656559,low
1451,10-656560,medium
1452,10-656564,medium
1453,10-656566,medium
1454,10-656572,high
1455,10-656581,medium
1456,10-656597,high
1457,10-656600,low
1458,10-657526,medium
1459,10-657543,low
1460,10-657544,medium
1461,10-657569,medium
1462,10-658524,medium
1463,10-658525,low
1464,10-658529,high
1465,10-658530,high
1466,10-658535,medium
1467,10-658543,medium
1468,10-658556,medium
1469,10-658565,medium
1470,10-658567,medium
1471,10-658573,high
1472,10-658578,low
1473,10-658579,low
1474,10-658584,high
1475,10-659509,high
1476,10-659534,high
1477,10-660504,medium
1478,10-660510,high
1479,10-660517,low
1480,10-660522,low
1481,10-660523,high
1482,10-660524,low
1483,10-660536,high
1484,10-660545,medium
1485,10-660557,high
1486,10-661531,high
1487,10-661539,medium
1488,10-661555,medium
1489,10-661564,high
1490,10-661574,medium
1491,10-661586,medium
1492,10-661591,high
1493,10-661596,high
1494,10-662534,low
1495,10-662544,high
1496,10-662545,high
1497,10-662553,low
1498,10-662565,medium
1499,10-662574,low
1500,10-662587,medium
1501,10-662608,low
1502,10-662632,low
1503,10-662640,high
1504,10-662655,high
1505,10-662670,low
1506,10-665515,medium
1507,10-665520,medium
1508,10-665531,medium
1509,10-665541,medium
1510,10-665549,low
1511,10-665557,medium
1512,10-667502,high
1513,10-667509,high
1514,10-667511,low
1515,10-667525,medium
1516,10-667535,medium
1517,10-667549,low
1518,10-667561,medium
1519,10-667562,medium
1520,10-668501,high
1521,10-668502,high
1522,10-668504,low
1523,10-668505,low
1524,10-668525,low
1525,10-668527,high
1526,10-668535,low
1527,10-668537,medium
1528,10-669512,high
1529,10-669527,medium
1530,10-669535,high
1531,10-669544,medium
1532,10-669557,medium
1533,10-669566,medium
1534,10-669587,medium
1535,10-669609,high
1536,10-669616,high
1537,10-670504,medium
1538,10-670515,high
1539,10-670518,medium
1540,10-670521,medium
1541,10-670546,high
1542,10-670560,medium
1543,10-670568,low
1544,10-670577,high
1545,10-670580,medium
1546,10-670586,low
1547,10-672503,high
1548,10-672508,high
1549,10-672512,low
1550,10-672513,low
1551,10-672523,low
1552,10-672527,low
1553,10-672538,low
1554,10-672564,high
1555,10-672567,low
1556,10-672575,low
1557,10-673511,medium
1558,10-673517,medium
1559,10-673530,high
1560,10-673531,medium
1561,10-673543,medium
1562,10-673552,medium
1563,10-673557,low
1564,10-673566,medium
1565,10-673570,medium
1566,10-673571,high
1567,10-673574,low
1568,10-673580,low
1569,10-677508,high
1570,10-677523,low
1571,10-677529,low
1572,10-677533,low
1573,10-677543,high
1574,10-677544,medium
1575,10-678513,low
1576,10-678517,low
1577,10-678520,low
1578,10-678526,medium
1579,10-678529,medium
1580,10-678561,high
1581,10-679532,high
1582,10-679536,high
1583,10-679549,low
1584,10-679552,medium
1585,10-679569,high
1586,10-679572,high
1587,10-679578,high
1588,10-679580,high
1589,10-679590,low
1590,10-679607,low
1591,10-681520,medium
1592,10-681522,medium
1593,10-682501,low
1594,10-682504,low
1595,10-682527,low
1596,10-682549,medium
1597,10-682551,medium
1598,10-682555,high
1599,10-683512,low
1600,10-683516,medium
1601,10-684505,high
1602,10-684534,medium
1603,10-684539,medium
1604,10-684541,high
1605,10-685503,medium
1606,10-685515,medium
1607,10-685523,medium
1608,10-685531,medium
1609,10-685533,high
1610,10-686504,medium
1611,10-686511,low
1612,10-686516,medium
1613,10-686521,low
1614,10-686543,medium
1615,10-686545,low
1616,10-686549,medium
1617,10-687504,medium
1618,10-687514,medium
1619,10-687518,medium
1620,10-687525,medium
1621,10-688502,medium
1622,10-688518,low
1623,10-688532,medium
1624,10-688563,low
1625,10-689504,high
1626,10-689506,medium
1627,10-689510,low
1628,10-690502,high
1629,10-690552,medium
1630,10-690574,low
1631,10-690581,medium
1632,10-691527,low
1633,10-691530,low
1634,10-692511,medium
1635,10-692515,low
1636,10-692534,low
1637,10-693506,medium
1638,10-693508,high
1639,10-693523,medium
1640,10-693545,medium
1641,10-693566,low
1642,10-693569,medium
1643,10-693570,high
1644,10-695506,high
1645,10-695520,low
1646,10-695522,high
1647,10-698505,high
1648,10-698523,low
1649,10-698525,low
1650,10-698526,high
1651,10-698537,low
1652,10-698551,high
1653,10-698553,medium
1654,10-698558,medium
1655,10-699503,low
1656,10-699505,medium
1657,10-699508,medium
1658,10-699524,medium
1659,10-699540,low
1660,10-699558,high
1661,10-699560,high
1662,10-699575,high
1663,10-699582,low
1664,10-699586,high
1665,10-699588,low
1666,10-701506,medium
1667,10-701513,low
1668,10-701528,medium
1669,10-701530,high
1670,10-701539,low
1671,10-702517,low
1672,10-702525,low
1673,10-702528,high
1674,10-702533,high
1675,10-702534,medium
1676,10-702537,high
1677,10-702541,low
1678,10-703509,low
1679,10-703536,medium
1680,10-703572,medium
1681,10-704509,high
1682,10-704515,medium
1683,10-704520,medium
1684,10-704525,low
1685,10-704527,high
1686,10-704532,medium
1687,10-705503,low
1688,10-705511,medium
1689,10-705539,low
1690,10-706501,high
1691,10-706511,medium
1692,10-706519,low
1693,10-706524,low
1694,10-706530,high
1695,10-706535,low
1696,10-706564,medium
1697,10-706571,high
1698,10-706573,low
1699,10-706591,low
1700,10-706598,medium
1701,10-706600,high
1702,10-706609,medium
1703,10-706615,high
1704,10-707501,high
1705,10-707506,medium
1706,10-707516,medium
1707,10-708588,low
1708,10-709520,low
1709,10-709521,high
1710,10-711507,low
1711,10-711533,low
1712,10-711549,low
1713,10-711553,medium
1714,10-711561,high
1715,10-711564,low
1716,10-711573,low
1717,10-711587,low
1718,10-711592,low
1719,10-712506,high
1720,10-712515,high
1721,10-712533,low
1722,10-712560,low
1723,10-712578,medium
1724,10-712582,medium
1725,10-712595,medium
1726,10-712599,medium
1727,10-712645,medium
1728,10-712656,medium
1729,10-713505,high
1730,10-713507,medium
1731,10-713508,high
1732,10-713510,high
1733,10-713515,high
1734,10-714502,medium
1735,10-714513,medium
1736,10-714514,high
1737,10-716508,medium
1738,10-716509,high
1739,10-716514,low
1740,10-717501,low
1741,10-717508,low
1742,10-717511,medium
1743,10-717516,high
1744,10-717524,low
1745,10-718519,low
1746,10-718520,medium
1747,10-718521,medium
1748,10-719516,low
1749,10-719517,low
1750,10-719519,low
1751,10-719520,medium
1752,10-719521,low
1753,10-719522,high
1754,10-720506,high
1755,10-720508,high
1756,10-720522,high
1757,10-720541,medium
1758,10-721505,medium
1759,10-721507,medium
1760,10-721530,medium
1761,10-721533,high
1762,10-721536,high
1763,10-721541,low
1764,10-722511,medium
1765,10-722512,medium
1766,10-722516,medium
1767,10-722526,low
1768,10-722527,high
1769,10-723501,high
1770,10-723523,medium
1771,10-723531,high
1772,10-724502,high
1773,10-724512,medium
1774,10-724529,high
1775,10-724530,low
1776,10-724533,medium
1777,10-724544,high
1778,10-725528,medium
1779,10-725534,medium
1780,10-725545,medium
1781,10-725549,medium
1782,10-726502,low
1783,10-726531,low
1784,10-726541,medium
1785,10-726542,medium
1786,10-726551,low
1787,10-727526,low
1788,10-727550,medium
1789,10-727553,medium
1790,10-728516,high
1791,10-728539,low
1792,10-729505,medium
1793,10-729524,low
1794,10-729527,medium
1795,10-729532,low
1796,10-729541,high
1797,10-729551,medium
1798,10-730506,medium
1799,10-730512,medium
1800,10-730529,medium
1801,10-730542,medium
1802,10-730550,low
1803,10-730554,medium
1804,10-731504,high
1805,10-731505,low
1806,10-731510,low
1807,10-731512,high
1808,10-731528,low
1809,10-731555,medium
1810,10-732502,medium
1811,10-732503,medium
1812,10-732514,low
1813,10-732529,low
1814,10-732548,medium
1815,10-732565,high
1816,10-733501,high
1817,10-733507,high
1818,10-733536,low
1819,10-733542,low
1820,10-733561,low
1821,10-733565,low
1822,10-733566,low
1823,10-733568,low
1824,10-733583,low
1825,10-733584,low
1826,10-734501,high
1827,10-734515,medium
1828,10-734517,high
1829,10-734546,medium
1830,10-734553,low
1831,10-734560,high
1832,10-734566,low
1833,10-734571,medium
1834,10-734572,medium
1835,10-734573,medium
1836,10-734576,high
1837,10-735521,low
1838,10-735523,low
1839,10-735531,medium
1840,10-735536,low
1841,10-735540,low
1842,10-736512,low
1843,10-736528,high
1844,10-736532,low
1845,10-737501,high
1846,10-737515,medium
1847,10-737522,high
1848,10-737528,high
1849,10-738505,medium
1850,10-738520,medium
1851,10-739503,medium
1852,10-739506,low
1853,10-739507,medium
1854,10-739527,low
1855,10-740510,medium
1856,10-740517,medium
1857,10-740523,low
1858,10-740527,high
1859,10-740542,high
1860,10-741509,low
1861,10-741522,high
1862,10-741529,medium
1863,10-741550,low
1864,10-741557,high
1865,10-741568,high
1866,10-741569,medium
1867,10-742511,low
1868,10-742523,high
1869,10-742531,high
1870,10-742535,low
1871,10-742545,medium
1872,10-743510,low
1873,10-743514,high
1874,10-743515,low
1875,10-743522,low
1876,10-743524,low
1877,10-743529,low
1878,10-743542,low
1879,10-743551,low
1880,10-745505,low
1881,10-745507,high
1882,10-745516,medium
1883,10-746513,medium
1884,10-746518,high
1885,10-747509,low
1886,10-747513,high
1887,10-748503,high
1888,10-748522,high
1889,10-748526,medium
1890,10-749503,medium
1891,10-749505,medium
1892,10-749515,medium
1893,10-749521,high
1894,10-750504,high
1895,10-750537,low
1896,10-750543,high
1897,10-750546,medium
1898,10-750547,high
1899,10-750549,medium
1900,10-750550,medium
1901,10-751510,medium
1902,10-751521,high
1903,10-751528,low
1904,10-751529,medium
1905,10-751556,medium
1906,10-751572,medium
1907,10-751575,medium
1908,10-751579,low
1909,10-751596,low
1910,10-752503,medium
1911,10-752530,medium
1912,10-752540,medium
1913,10-753516,medium
1914,10-753518,low
1915,10-753524,low
1916,10-753525,high
1917,10-754517,low
1918,10-754518,low
1919,10-754525,low
1920,10-754528,low
1921,10-754533,low
1922,10-754541,medium
1923,10-755504,high
1924,10-755511,medium
1925,10-755558,low
1926,10-755561,medium
1927,10-755562,medium
1928,10-755564,low
1929,10-755573,medium
1930,10-755575,low
1931,10-756544,high
1932,10-756550,medium
1933,10-756555,high
1934,10-756566,medium
1935,10-756569,high
1936,10-756571,high
1937,10-756577,medium
1938,10-757501,high
1939,10-757515,low
1940,10-757517,high
1941,10-757522,low
1942,10-757537,low
1943,10-757539,high
1944,10-758511,low
1945,10-758515,medium
1946,10-758519,medium
1947,10-758531,low
1948,10-758544,high
1949,10-759502,high
1950,10-759510,medium
1951,10-759513,low
1952,10-759514,high
1953,10-759522,low
1954,10-759543,low
1955,10-759559,high
1956,10-760502,low
1957,10-760507,medium
1958,10-760509,low
1959,10-760514,high
1960,10-760530,high
1961,10-760533,high
1962,10-760541,low
1963,10-761509,medium
1964,10-761523,high
1965,10-761528,low
1966,10-761536,low
1967,10-761542,medium
1968,10-761559,low
1969,10-762513,high
1970,10-762529,medium
1971,10-762532,low
1972,10-762538,low
1973,10-762549,low
1974,10-762561,high
1975,10-762562,high
1976,10-762564,high
1977,10-762566,low
1978,10-762571,medium
1979,10-763514,low
1980,10-764518,low
1981,10-764526,high
1982,10-765514,low
1983,10-765520,low
1984,10-765527,high
1985,10-765528,low
1986,10-766507,medium
1987,10-766519,medium
1988,10-766520,medium
1989,10-766522,high
1990,10-766540,high
1991,10-767526,low
1992,10-767533,low
1993,10-767536,low
1994,10-767548,low
1995,10-768507,low
1996,10-768510,medium
1997,10-768511,medium
1998,10-768523,medium
1999,10-768534,high
2000,10-768537,high
2001,10-768543,low
2002,10-769501,medium
2003,10-769504,low
2004,10-769505,high
2005,10-769520,medium
2006,10-769523,high
2007,10-769530,high
2008,10-769544,high
2009,10-770503,medium
2010,10-770504,medium
2011,10-770505,high
2012,10-770510,low
2013,10-770558,low
2014,10-770565,medium
2015,10-770567,high
2016,10-771503,high
2017,10-771519,medium
2018,10-771532,medium
2019,10-771539,high
2020,10-771557,high
2021,10-771561,medium
2022,10-771562,low
2023,10-772502,low
2024,10-772521,medium
2025,10-772525,high
2026,10-772547,medium
2027,10-772550,high
2028,10-773514,low
2029,10-773516,medium
2030,10-773517,low
2031,10-773526,high
2032,10-773536,low
2033,10-773544,medium
2034,10-773550,high
2035,10-773558,low
2036,10-773561,low
2037,10-774502,medium
2038,10-774503,low
2039,10-774505,medium
2040,10-774521,low
2041,10-774523,high
2042,10-774545,low
2043,10-774547,high
2044,10-774557,medium
2045,10-774558,medium
2046,10-775529,medium
2047,10-775571,low
2048,10-776511,medium
2049,10-776516,medium
2050,10-776568,medium
2051,10-776573,low
2052,10-776579,high
2053,10-776584,low
2054,10-777515,medium
2055,10-777534,medium
2056,10-777537,high
2057,10-777551,medium
2058,10-777552,medium
2059,10-777553,medium
2060,10-777558,low
2061,10-777559,low
2062,10-777563,medium
2063,10-777565,medium
2064,10-777568,medium
2065,10-778520,high
2066,10-778525,medium
2067,10-778538,medium
2068,10-778545,high
2069,10-778549,high
2070,10-778565,medium
2071,10-778568,high
2072,10-778574,high
2073,10-778587,medium
2074,10-779507,high
2075,10-779510,high
2076,10-779529,high
2077,10-779549,high
2078,10-779566,medium
2079,10-779567,high
2080,10-779574,high
2081,10-779603,high
2082,10-779615,medium
2083,10-780504,high
2084,10-780511,low
2085,10-781515,medium
2086,10-781517,high
2087,10-781519,medium
2088,10-783526,medium
2089,10-784502,high
2090,10-784507,high
2091,10-784518,high
2092,10-785506,low
2093,10-785516,low
2094,10-785517,low
2095,10-785518,high
2096,10-785528,medium
2097,10-785540,high
2098,10-786524,high
2099,10-786531,low
2100,10-786544,low
2101,10-786546,high
2102,10-786552,low
2103,10-786575,high
2104,10-787503,medium
2105,10-787532,high
2106,10-787533,medium
2107,10-787535,high
2108,10-787543,high
2109,10-787558,medium
2110,10-787559,medium
2111,10-788511,medium
2112,10-788521,low
2113,10-788523,medium
2114,10-788531,high
2115,10-788538,medium
2116,10-788542,low
2117,10-788543,high
2118,10-788551,high
2119,10-789509,medium
2120,10-789520,medium
2121,10-789524,low
2122,10-789531,medium
2123,10-789559,high
2124,10-789563,low
2125,10-790502,high
2126,10-790518,low
2127,10-790521,medium
2128,10-790538,high
2129,10-790546,medium
2130,10-790576,medium
2131,10-790585,medium
2132,10-790594,low
2133,10-790596,low
2134,10-790598,medium
2135,10-790605,low
2136,10-790608,low
2137,10-790612,low
2138,10-791530,high
2139,10-791533,high
2140,10-791537,high
2141,10-791554,high
2142,10-791559,high
2143,10-791573,low
2144,10-791574,high
2145,10-791582,medium
2146,10-791594,high
2147,10-791602,high
2148,10-791603,medium
2149,10-791617,high
2150,10-791634,high
2151,10-791655,high
2152,10-791657,low
2153,10-791683,high
2154,10-791699,low
2155,10-791730,high
2156,10-791747,high
2157,10-793514,low
2158,10-793527,low
2159,10-793532,low
2160,10-793534,medium
2161,10-795505,low
2162,10-795508,low
2163,10-795517,medium
2164,10-795530,low
2165,10-796536,medium
2166,10-796546,high
2167,10-797505,medium
2168,10-797531,medium
2169,10-797536,low
2170,10-797546,high
2171,10-797550,medium
2172,10-798504,low
2173,10-798507,medium
2174,10-798532,low
2175,10-798536,low
2176,10-799512,high
2177,10-799515,high
2178,10-799531,medium
2179,10-799550,low
2180,10-799573,high
2181,10-800532,high
2182,10-800534,high
2183,10-800536,medium
2184,10-800542,high
2185,10-800545,medium
2186,10-800558,low
2187,10-800560,low
2188,10-800561,low
2189,10-800562,medium
2190,10-800572,low
2191,10-801506,medium
2192,10-801529,medium
2193,10-801534,low
2194,10-801536,low
2195,10-801545,medium
2196,10-801550,low
2197,10-801555,high
2198,10-801558,low
2199,10-801565,medium
2200,10-801569,medium
2201,10-801575,high
2202,10-801591,high
2203,10-802503,medium
2204,10-802507,medium
2205,10-802516,low
2206,10-802521,medium
2207,10-802522,high
2208,10-802524,medium
2209,10-802527,low
2210,10-802530,high
2211,10-803514,low
2212,10-803522,low
2213,10-803529,low
2214,10-803544,low
2215,10-803562,low
2216,10-804509,high
2217,10-804524,high
2218,10-804527,low
2219,10-804528,low
2220,10-804537,high
2221,10-804561,high
2222,10-804571,medium
2223,10-804577,medium
2224,10-804580,low
2225,10-804584,medium
2226,10-804585,low
2227,10-804587,medium
2228,10-804593,medium
2229,10-805513,high
2230,10-805541,high
2231,10-805543,low
2232,10-805545,high
2233,10-805550,low
2234,10-805560,low
2235,10-805564,high
2236,10-807518,medium
2237,10-807520,medium
2238,10-807521,low
